LCLid,stdorToU,Acorn_grouped,cluster,avg_daily_mean,avg_daily_max,avg_daily_std,avg_daily_sum,avg_cv,avg_peak_ratio,avg_load_factor,variability
MAC002560,ToU,Affluent,0,0.07611180853477602,0.2759284525790348,0.05098557886111588,3.63232612312812,0.6155102318495075,3.3632073431130083,0.3742458630427492,0.027024480225517265
MAC000053,Std,Comfortable,0,0.1724427669702013,0.7453914105521472,0.15938144563462614,8.254714109202453,0.8865491160530516,4.222998993046304,0.26314887001343823,0.050261102865325584
MAC001240,Std,Comfortable,1,0.3881050101613249,1.295674277929985,0.31264210906733725,18.60095890578387,0.8112861814996386,3.4141422067839646,0.3068350248315831,0.10783612445461394
MAC001430,Std,Affluent,0,0.19828642352440912,1.2225135634719713,0.20438804320027024,9.492904160036167,1.063448431619198,6.369596409099858,0.19405800764416778,0.08292715166403776
MAC005396,ToU,Comfortable,0,0.11821189738863001,0.6297074828571427,0.11980360256770275,5.6638585035374165,0.9295916496929663,5.0430324610566455,0.24296325478067887,0.03821660810304221
MAC005271,ToU,Affluent,0,0.06439243298398609,0.5928311171542552,0.1087070758167412,3.0801595744680847,1.6145787599755326,8.952155317448863,0.16177805737756112,0.037788051228789116
MAC001126,Std,Adversity,0,0.15116324468047523,0.5000362536253777,0.1279063821497941,7.217194864199396,0.8707817571501586,3.6324093062557385,0.3111744167130226,0.10414092750218618
MAC000338,Std,Affluent,0,0.24913823173576352,0.9192468156050954,0.19492392029256736,11.940863057802549,0.8012710483043801,3.75676425172757,0.2999484996698962,0.08706812702132463
MAC004070,Std,Affluent,0,0.16434803026258463,0.41603686666666667,0.07487882185386335,7.836755760983103,0.5404329157354584,2.770158221635769,0.5180486504868264,0.11236955059694
MAC002735,Std,Affluent,0,0.15077757712970824,0.5918529885298869,0.1315258246159363,7.224132471405492,0.8553662620745899,3.852758571235804,0.28552342562249144,0.039517751070445487
MAC001128,Std,Adversity,0,0.0703942223901581,0.2266540787009064,0.043598071815972715,3.3709773415407858,0.6109639606816514,3.159378610686104,0.3606591377351932,0.010644270277603748
MAC000547,Std,Comfortable,1,0.6125218291373276,1.4688046332850937,0.3100648504691842,29.33967873198263,0.4851769457581786,2.390460793605905,0.43368138078132984,0.22540795425065627
MAC000039,Std,Comfortable,0,0.18921272686077095,0.9012156879901961,0.18895480442677062,9.062372551960785,0.9192018749301171,4.490309472026131,0.2567047121097002,0.06686840003247428
MAC002552,ToU,Affluent,0,0.19113121073594827,1.0714392655574043,0.21023600139256846,9.155442590848583,1.004069367900118,5.243579154267877,0.23955431624839257,0.09549545880941096
MAC002630,Std,Comfortable,0,0.21662434119778476,1.036157186077844,0.22784549613170574,10.377836825149698,1.0260841993805792,4.78187444008219,0.2286463164088414,0.05736146273683834
MAC000097,Std,Comfortable,1,0.4066238778011782,1.7090270929802958,0.3666848539217325,19.500559113177346,0.8871432856657798,4.24833605728377,0.25181650321636806,0.13956605841301153
MAC004641,ToU,Comfortable,0,0.19938698275820402,1.5149933110367892,0.26638094340634105,9.55844816036789,1.3491899520448827,7.7294493392451855,0.15967942438708435,0.06596919657405254
MAC000531,Std,Affluent,0,0.10952861312496122,0.40289062485795457,0.0816023774237708,5.241302556676138,0.8862807284813564,4.389025492564319,0.2948650177352097,0.06227524949795115
MAC004256,Std,Adversity,0,0.26163738702316747,0.9225996914992272,0.1434001253730893,12.536109737094279,0.5363328654217898,3.5002378764866875,0.32929900719009075,0.051540903042745244
MAC004011,Std,Adversity,0,0.1742447145387455,0.6169668872516558,0.13552852694642842,8.348316224834434,0.7788950864191835,3.5248011143425573,0.30869427652275466,0.046681975246400643
MAC003079,Std,Adversity,0,0.1023168727329327,0.3940076335877862,0.08107477281587575,4.897946564885496,0.7748170911156728,3.757527035119807,0.29537877636967913,0.024201768118511886
MAC004575,Std,Adversity,1,0.3646122826924961,1.8656909555276384,0.44338161935542847,17.481652014447228,1.3198423956207932,5.618070158288987,0.20280527291930972,0.148541877254708
MAC001333,Std,Affluent,0,0.05383465066587159,0.2698093023255814,0.0501787596865203,2.5786697674418604,0.896503005554263,4.838407389918357,0.24616481458346873,0.015391892819347937
MAC004046,Std,Affluent,0,0.10380007304720136,0.6081202997493734,0.1250452485775189,4.977964909774436,1.073259703591653,5.572306718567106,0.26710813179443954,0.06595844087274033
MAC001197,Std,Comfortable,0,0.11942785578009536,0.4428179056145676,0.08790744678315945,5.709298937481031,0.744758498878484,3.7423229393423405,0.3247203377002888,0.04755643700468933
MAC002869,ToU,Affluent,1,0.5812186859805023,1.5950060615151516,0.42508256692225677,27.737927260757576,0.7161142049880928,2.744273913874946,0.3914517400120256,0.20644361620054236
MAC005410,Std,Comfortable,0,0.1343900358555407,0.6093337876021797,0.12572476646587558,6.442897820163486,0.9299004158768494,4.536112218427571,0.24448581901153035,0.054625019860506586
MAC000364,Std,Adversity,0,0.053885814034002236,0.2889500690707351,0.052599087141566435,2.578625519833564,0.9344173066228754,5.136286128757408,0.23217608402391401,0.019850201856716487
MAC000288,ToU,Affluent,0,0.21349132848505997,1.1288633863387976,0.2289138003283478,10.208674861338798,1.0655553651448113,5.368996898808156,0.1995685959987712,0.06345380013320816
MAC005461,Std,Adversity,0,0.19663203754369762,0.8721649620437956,0.15267130392968625,9.418388320145985,0.7641225355841339,4.40127365356865,0.24484105433822906,0.028291107932232606
MAC002381,Std,Affluent,0,0.19541721137881818,0.8189687947994058,0.16149479361961447,9.36632243536404,0.8143574729424016,4.143291915304723,0.27595289214030094,0.042812078873961025
MAC001772,ToU,Affluent,0,0.08731222115063066,0.5847958867088607,0.13132632696654334,4.186829114556961,1.4343410064191735,6.793139653733197,0.16354886295668583,0.045230027352135924
MAC004458,Std,Affluent,1,0.6562168995319828,2.060461629455445,0.5572080501183588,31.403955446658422,0.8499632845294955,3.250943412412146,0.32114022346200294,0.20799942673481087
MAC002366,Std,Adversity,0,0.0884717176705733,0.3411424332344214,0.062276171936121366,4.232789317507419,0.6866614684181147,3.8139815036005182,0.29230482551503134,0.019900825175130445
MAC005421,Std,Affluent,1,0.5011071207152041,1.260663030559345,0.27317971711013106,23.985965891541614,0.5220012334823444,2.4603006623957464,0.4329900493978547,0.14863708526908184
MAC001591,Std,Comfortable,0,0.06970222501872468,0.24110835913312698,0.050428440398780916,3.340616099071208,0.7204548248482406,3.4797810399861198,0.3048215867612888,0.01712101170727913
MAC002534,ToU,Affluent,0,0.15830059026388893,0.7409033333333334,0.15084163492422023,7.577216666000001,0.9533419380553569,4.77292245817723,0.22752712352824328,0.04777285790467392
MAC004746,ToU,Affluent,1,0.2870155778255229,1.2635093002861233,0.2951808905001928,13.761939918454933,1.0149115822255517,4.417716351827867,0.2533889147172664,0.08201968723617116
MAC000410,Std,Adversity,0,0.057495105963165684,0.46688020781250006,0.08943788205315274,2.7375833328125,1.3068544945548752,6.882790117321559,0.2806611438518228,0.04483916590005345
MAC001235,Std,Affluent,1,0.37974427530524113,1.0943789955859973,0.24095910138079873,18.18597869101979,0.6237183475261844,2.8742205669831282,0.3602170105717922,0.08706977593886153
MAC001985,Std,Comfortable,0,0.12391373949417334,0.8032627404458598,0.16595326939726276,5.938764332484077,1.3409269627664107,6.60822204848497,0.17163081652950016,0.04762207863348893
MAC003306,Std,Comfortable,0,0.11440787275377057,0.657914121946565,0.13153058988403768,5.482118320419848,1.126820162871548,5.678222092558548,0.193224019575205,0.03072442190255638
MAC004788,Std,ACORN-U,0,0.10119597878938157,0.5955365857962699,0.11373472329381014,4.840446198278338,1.085220746525853,5.7094174261766275,0.20789696470770896,0.02722899794750717
MAC001066,Std,Affluent,1,0.33622240233569334,1.0966621429864256,0.2474486506343315,16.07630618401207,0.7311979594727993,3.2489631111406916,0.3187415795422725,0.06083192479925493
MAC002417,Std,Comfortable,0,0.04178904349858309,0.22328912071535023,0.03543432503567098,1.9989701937406854,0.8111209926477317,5.216187411534829,0.24408269722693088,0.008709574186968222
MAC005495,ToU,Comfortable,0,0.2632964085948777,0.9302386530014642,0.17485292656571727,12.602661785944363,0.7621321571986486,4.0352910792695385,0.29071470560703794,0.15307089049794095
MAC001671,Std,Adversity,0,0.14696289972065493,0.5111373798722046,0.09600858311243013,7.0139776354632595,0.6526970005374086,3.474460948230956,0.31284801559547576,0.024331058836313677
MAC003426,Std,Comfortable,1,0.4343441382294172,2.0150560936170208,0.4017298314833414,20.771847202321084,0.9484652816652193,4.827552512435771,0.23838514219741958,0.11756952138734875
MAC001225,Std,Adversity,0,0.21545871731444527,0.48854490121765604,0.08614870924426977,10.278550989497719,0.4012654190526149,2.287536630795638,0.46415939406772294,0.06343415559606444
MAC003157,ToU,Affluent,1,0.38694458395318876,1.0392164439597313,0.21651064237318482,18.53530201543624,0.5513153398494053,2.6737768359682867,0.3961276900171691,0.14400785861425489
MAC003603,Std,Affluent,1,0.8070903857369033,1.6553727818540438,0.23347825517140805,38.61201183688361,0.31027436483691884,2.1497535829994483,0.5480434985919816,0.3249822367847733
MAC001050,Std,Adversity,0,0.2250473010669864,0.9006182622754494,0.19451338761187528,10.718950597005987,0.8451771416475892,3.9851507572854277,0.2677594762132071,0.061632741843820026
MAC003132,Std,Comfortable,0,0.21552078106502448,0.6780413477794794,0.12163240103175105,10.30834762633997,0.5610386029769591,3.1116849105057502,0.35467466894277766,0.03601840425896502
MAC001870,Std,Comfortable,0,0.12083966621792404,0.47206694644351455,0.10808125456629747,5.759326360669457,0.8895200201675887,3.8640061526260303,0.30367694536094714,0.05393373583167791
MAC005058,Std,Adversity,0,0.1480886506206155,0.8496599071762869,0.173421930676843,7.0874087379095165,1.1151581434833764,5.538534681799377,0.204982960019622,0.05644425665793047
MAC000130,Std,Adversity,0,0.0782144146473845,0.29954635315203954,0.060969445833772375,3.7481792333745365,0.7569632399492279,3.6914919315031134,0.29460435803477064,0.016411333792985528
MAC001068,Std,Adversity,0,0.11235908369520449,0.4039229607250756,0.08630846503647528,5.365684290030212,0.7391265969663071,3.553597929464345,0.30087655355174253,0.03184935469613563
MAC001653,ToU,Affluent,1,0.43849529997278996,1.3134257475247526,0.31340513748855253,18.434297044554455,0.7727159410749904,3.0188287317634654,0.3968161681587066,0.1305069976108492
MAC001641,Std,Affluent,1,0.6459721720872742,1.3922690505443238,0.21746293698233593,30.798409014618972,0.3197075060698968,2.0923089406190387,0.5184311642069288,0.18726781170804055
MAC004837,ToU,Comfortable,0,0.12750927102932086,0.6885484811866859,0.13275603218086213,6.112308249493489,1.0367381690802726,5.493049166644352,0.20936535069945786,0.04610534194968864
MAC004144,ToU,Affluent,0,0.0634750537381313,0.29695384646153844,0.05879281329251688,3.041629231384616,0.887951852610587,4.859836500225364,0.24793856941874956,0.051149138172753815
MAC005548,Std,Adversity,0,0.10571095000838429,0.6215953079178886,0.1311493449211964,5.0706994133431085,1.2080370385441914,5.804372839598344,0.18512622663874276,0.031891422599585266
MAC001905,Std,Affluent,0,0.1102378121136728,0.6213876585443038,0.11613988161977111,5.266093355221519,1.0334001512313542,5.60745243976483,0.22599129915977076,0.05438254789334228
MAC002851,Std,Affluent,1,0.46178173229891367,1.2890803040909093,0.30366487083291116,22.103013639848495,0.6315196475423913,2.7500444150877037,0.3968230369232537,0.1760501848049949
MAC002250,Std,Affluent,0,0.06932740276956566,0.27443215339233035,0.040195890229143834,3.3194823008849568,0.5608882802624473,3.8690171581760917,0.29184442100524133,0.0072950384689888115
